^SPX (Standard & Poors 500 Index),3089,85.63
Mar 04 2020 @ 13:45 ET,Bid,3088.32,Ask,3089.78,Size,1x1,Vol,
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
03/20/2020,SPX200320C02495000,0,0,590.7,600.2,0,0.5351,0.9751,0.0002,0,2495.000,SPX200320P02495000,5.76,0,3.5,3.8,0,0.5447,-0.0264,0.0002,1388
03/20/2020,SPXW200320C02495000,0,0,590.5,601.5,0,0.5468,0.9717,0.0002,0,2495.000,SPXW200320P02495000,7.1,-2.25,3.7,3.9,177,0.5434,-0.0271,0.0002,921
03/20/2020,SPX200320C02500000,552.33,22.38,585.7,595.3,32,0.5321,0.9747,0.0002,7126,2500.000,SPX200320P02500000,3.79,-5.46,3.6,3.9,7304,0.5429,-0.0271,0.0002,50796
03/20/2020,SPXW200320C02500000,553.22,22.82,585.6,595.8,1,0.5351,0.973,0.0002,153,2500.000,SPXW200320P02500000,4.6,-5.05,3.8,4,122,0.5415,-0.0278,0.0002,6530
03/20/2020,SPX200320C02505000,0,0,580.7,590.8,0,0.5342,0.9732,0.0002,0,2505.000,SPX200320P02505000,6.14,0,3.7,3.9,0,0.5398,-0.0275,0.0002,1510
03/20/2020,SPXW200320C02505000,519.1,0,580.7,590.9,0,0.5332,0.9723,0.0002,6,2505.000,SPXW200320P02505000,7.2,-2.65,3.9,4.1,117,0.5395,-0.0286,0.0002,351
03/20/2020,SPX200320C02510000,725.59,0,575.9,585.5,0,0.5286,0.9732,0.0002,3,2510.000,SPX200320P02510000,33.12,0,3.7,4,0,0.5367,-0.028,0.0002,2292
03/20/2020,SPXW200320C02510000,725.4,0,575.6,585.9,0,0.5276,0.9724,0.0002,3,2510.000,SPXW200320P02510000,12.3,0,4,4.2,0,0.5375,-0.0293,0.0002,515
03/20/2020,SPX200320C02515000,0,0,570.9,580.5,0,0.5242,0.9731,0.0002,0,2515.000,SPX200320P02515000,13.96,0,3.8,4.1,0,0.5347,-0.0287,0.0002,680
03/20/2020,SPXW200320C02515000,522.4,0,570.8,581.1,0,0.528,0.9712,0.0002,6,2515.000,SPXW200320P02515000,7.4,-2.95,4.1,4.3,50,0.5355,-0.03,0.0002,322
03/20/2020,SPX200320C02520000,0,0,566.1,575.6,0,0.5236,0.9721,0.0002,0,2520.000,SPX200320P02520000,13.05,0,3.9,4.2,0,0.5327,-0.0295,0.0002,1243
03/20/2020,SPXW200320C02520000,788.19,0,565.8,576.1,0,0.5236,0.971,0.0002,10,2520.000,SPXW200320P02520000,8.8,0,4.2,4.4,0,0.5333,-0.0307,0.0002,523
03/20/2020,SPX200320C02525000,528.13,21.78,561.4,570.7,32,0.524,0.9708,0.0002,1817,2525.000,SPX200320P02525000,4.1,-6.45,4,4.3,13,0.5306,-0.0302,0.0002,18809
03/20/2020,SPXW200320C02525000,553.59,0,561.1,571.3,0,0.525,0.9694,0.0002,150,2525.000,SPXW200320P02525000,8.1,-2.8,4.3,4.5,90,0.5312,-0.0315,0.0002,604
03/20/2020,SPX200320C02530000,0,0,556.5,565.8,0,0.522,0.97,0.0002,0,2530.000,SPX200320P02530000,4.96,-5.84,4.1,4.4,10,0.5284,-0.031,0.0002,713
03/20/2020,SPXW200320C02530000,0,0,556.2,566.4,0,0.5229,0.9687,0.0002,0,2530.000,SPXW200320P02530000,6.8,-4.4,4.4,4.6,21,0.5289,-0.0322,0.0002,248
03/20/2020,SPX200320C02535000,0,0,551.4,561.3,0,0.5221,0.9688,0.0002,0,2535.000,SPX200320P02535000,7.2,-3.9,4.2,4.5,9,0.5262,-0.0317,0.0002,1059
03/20/2020,SPXW200320C02535000,516.3,0,551.3,561.5,0,0.5207,0.968,0.0002,3,2535.000,SPXW200320P02535000,13.7,0,4.5,4.7,0,0.5266,-0.033,0.0002,177
03/20/2020,SPX200320C02540000,0,0,546.7,556,0,0.5177,0.9686,0.0002,0,2540.000,SPX200320P02540000,7.8,-3.6,4.3,4.6,6,0.524,-0.0325,0.0002,733
03/20/2020,SPXW200320C02540000,0,0,546.4,556.6,0,0.5184,0.9672,0.0002,0,2540.000,SPXW200320P02540000,16.1,0,4.6,4.8,0,0.5243,-0.0337,0.0002,274
03/20/2020,SPX200320C02545000,0,0,541.8,551.1,0,0.5154,0.9678,0.0002,0,2545.000,SPX200320P02545000,6.9,-4.7,4.4,4.8,25,0.5227,-0.0335,0.0002,839
03/20/2020,SPXW200320C02545000,0,0,541.4,551.7,0,0.515,0.9667,0.0002,0,2545.000,SPXW200320P02545000,17.6,0,4.7,4.9,0,0.5219,-0.0345,0.0002,252
03/20/2020,SPX200320C02550000,377.23,0,536.9,546.2,0,0.5132,0.967,0.0002,2906,2550.000,SPX200320P02550000,4.99,-6.91,4.6,4.9,7428,0.5214,-0.0345,0.0002,28329
03/20/2020,SPXW200320C02550000,776.37,0,536.6,546.9,0,0.5148,0.9654,0.0002,1,2550.000,SPXW200320P02550000,7.3,-5,4.8,5.1,19,0.5205,-0.0355,0.0002,1089
03/20/2020,SPX200320C02555000,0,0,532.1,541.3,0,0.5119,0.966,0.0002,0,2555.000,SPX200320P02555000,5.9,-6.35,4.7,5,7,0.519,-0.0353,0.0002,879
03/20/2020,SPXW200320C02555000,579.3,0,531.7,542,0,0.5123,0.9647,0.0002,6,2555.000,SPXW200320P02555000,8.6,-4,4.9,5.2,17,0.518,-0.0363,0.0002,346
03/20/2020,SPX200320C02560000,0,0,527.3,536.4,0,0.5105,0.965,0.0002,0,2560.000,SPX200320P02560000,6.8,-5.75,4.8,5.1,156,0.5165,-0.0361,0.0002,852
03/20/2020,SPXW200320C02560000,494.4,0,526.7,537,0,0.5079,0.9644,0.0002,3,2560.000,SPXW200320P02560000,8.8,-4.15,5,5.3,31,0.5155,-0.0371,0.0002,430
03/20/2020,SPX200320C02565000,0,0,522.4,531.5,0,0.508,0.9642,0.0002,0,2565.000,SPX200320P02565000,9.3,-3.55,4.9,5.2,19,0.514,-0.0369,0.0002,2161
03/20/2020,SPXW200320C02565000,0,0,521.8,532.1,0,0.5054,0.9636,0.0002,0,2565.000,SPXW200320P02565000,16.5,0,5.2,5.4,0,0.5139,-0.0382,0.0002,122
03/20/2020,SPX200320C02570000,0,0,517.2,526.8,0,0.5045,0.9636,0.0002,0,2570.000,SPX200320P02570000,7.6,-5.55,5,5.4,127,0.5123,-0.038,0.0003,935
03/20/2020,SPXW200320C02570000,610,0,517.1,527.4,0,0.5067,0.9618,0.0003,3,2570.000,SPXW200320P02570000,16.4,0,5.3,5.5,0,0.5112,-0.039,0.0003,256
03/20/2020,SPX200320C02575000,341,0,512.6,521.6,0,0.502,0.9628,0.0002,7316,2575.000,SPX200320P02575000,7.3,-6.2,5.1,5.5,319,0.5097,-0.0388,0.0003,31072
03/20/2020,SPXW200320C02575000,354.8,0,512.2,522.5,0,0.5041,0.961,0.0003,3,2575.000,SPXW200320P02575000,8.7,-5.2,5.4,5.7,50,0.5095,-0.04,0.0003,581
03/20/2020,SPX200320C02580000,0,0,507.5,517,0,0.5004,0.9618,0.0003,0,2580.000,SPX200320P02580000,19.9,0,5.3,5.6,0,0.508,-0.0398,0.0003,1024
03/20/2020,SPXW200320C02580000,474.6,0,507.4,517.6,0,0.5023,0.9599,0.0003,3,2580.000,SPXW200320P02580000,16,0,5.6,5.8,0,0.5076,-0.0411,0.0003,604
03/20/2020,SPX200320C02585000,0,0,502.6,512,0,0.4968,0.9612,0.0003,0,2585.000,SPX200320P02585000,6.8,-7.35,5.4,5.7,25,0.5052,-0.0407,0.0003,944
03/20/2020,SPXW200320C02585000,0,0,502.5,512.8,0,0.5005,0.9589,0.0003,0,2585.000,SPXW200320P02585000,9.6,-5,5.7,5.9,13,0.5049,-0.0419,0.0003,180
03/20/2020,SPX200320C02590000,0,0,498.1,507,0,0.4969,0.9596,0.0003,0,2590.000,SPX200320P02590000,5.8,-8.7,5.5,5.9,47,0.5034,-0.0418,0.0003,3563
03/20/2020,SPXW200320C02590000,477,0,497.6,507.8,0,0.4968,0.9583,0.0003,0,2590.000,SPXW200320P02590000,23.1,0,5.8,6.1,0,0.5029,-0.043,0.0003,142
03/20/2020,SPX200320C02595000,0,0,493.9,501.5,0,0.495,0.9585,0.0003,0,2595.000,SPX200320P02595000,8.6,-6.35,5.7,6,114,0.5014,-0.0429,0.0003,417
03/20/2020,SPXW200320C02595000,0,0,492.6,502.9,0,0.4932,0.9577,0.0003,0,2595.000,SPXW200320P02595000,11.9,-3.45,6,6.2,39,0.5009,-0.0441,0.0003,180
03/20/2020,SPX200320C02600000,332.5,0,488.8,497,0,0.494,0.9572,0.0003,9481,2600.000,SPX200320P02600000,6.1,-9.15,5.8,6.2,1508,0.4994,-0.044,0.0003,55193
03/20/2020,SPXW200320C02600000,426.8,0,487.9,498.2,0,0.4937,0.9559,0.0003,53,2600.000,SPXW200320P02600000,6.5,-9.25,6.1,6.4,6,0.4988,-0.0452,0.0003,5112
03/20/2020,SPX200320C02605000,0,0,483.8,491.9,0,0.4885,0.9571,0.0003,0,2605.000,SPX200320P02605000,16.6,0,6,6.3,0,0.4973,-0.0451,0.0003,2186
03/20/2020,SPXW200320C02605000,0,0,483.1,492.9,0,0.4883,0.9558,0.0003,0,2605.000,SPXW200320P02605000,22.1,0,6.3,6.5,0,0.4967,-0.0463,0.0003,258
03/20/2020,SPX200320C02610000,696.4,0,479,487.1,0,0.4874,0.9557,0.0003,6,2610.000,SPX200320P02610000,7.75,-8.25,6.1,6.5,5,0.4952,-0.0462,0.0003,681
03/20/2020,SPXW200320C02610000,718.87,0,478.2,488.5,0,0.4895,0.9536,0.0003,0,2610.000,SPXW200320P02610000,9.9,-6.55,6.4,6.7,16,0.4945,-0.0474,0.0003,125
03/20/2020,SPX200320C02615000,0,0,474.3,482.4,0,0.4877,0.9538,0.0003,0,2615.000,SPX200320P02615000,9.1,-7.3,6.3,6.6,47,0.493,-0.0473,0.0003,597
03/20/2020,SPXW200320C02615000,0,0,473.2,483.2,0,0.4825,0.954,0.0003,0,2615.000,SPXW200320P02615000,13.9,0,6.6,6.9,0,0.493,-0.0488,0.0003,238
03/20/2020,SPX200320C02620000,0,0,469.4,477.6,0,0.4855,0.9527,0.0003,0,2620.000,SPX200320P02620000,8.16,-8.64,6.4,6.8,84,0.4906,-0.0485,0.0003,727
03/20/2020,SPXW200320C02620000,0,0,469.6,478.2,0,0.4888,0.9502,0.0003,0,2620.000,SPXW200320P02620000,21.1,0,6.7,7,0,0.4899,-0.0497,0.0003,299
03/20/2020,SPX200320C02625000,299.5,0,465.1,472.1,0,0.4825,0.9518,0.0003,140,2625.000,SPX200320P02625000,6.6,-10.6,6.6,7,314,0.4891,-0.0499,0.0003,54065
03/20/2020,SPXW200320C02625000,426.5,0,464.8,473.4,0,0.4872,0.9488,0.0003,0,2625.000,SPXW200320P02625000,10.6,-7.05,6.9,7.2,22,0.4883,-0.0511,0.0003,1927
03/20/2020,SPX200320C02630000,0,0,460.7,467.3,0,0.484,0.9494,0.0003,0,2630.000,SPX200320P02630000,16.31,0,6.8,7.1,0,0.4867,-0.051,0.0003,621
03/20/2020,SPXW200320C02630000,387.6,0,460,468.9,0,0.4876,0.9467,0.0003,3,2630.000,SPXW200320P02630000,21.7,0,7.1,7.4,0,0.4865,-0.0525,0.0003,406
03/20/2020,SPX200320C02635000,0,0,455.9,462.3,0,0.4808,0.9485,0.0003,0,2635.000,SPX200320P02635000,10,-8.1,6.9,7.3,37,0.4842,-0.0522,0.0003,701
03/20/2020,SPXW200320C02635000,0,0,455.1,463.7,0,0.4822,0.9465,0.0003,3,2635.000,SPXW200320P02635000,12.5,-6.05,7.3,7.5,26,0.484,-0.0537,0.0003,635
03/20/2020,SPX200320C02640000,563.5,0,451.1,457.5,0,0.4791,0.947,0.0003,2,2640.000,SPX200320P02640000,30.5,0,7.1,7.5,0,0.4824,-0.0536,0.0004,610
03/20/2020,SPXW200320C02640000,421.1,0,450.4,459.1,0,0.4824,0.9443,0.0004,0,2640.000,SPXW200320P02640000,22.7,0,7.4,7.7,0,0.4815,-0.0549,0.0004,373
03/20/2020,SPX200320C02645000,349.62,0,446.2,452.8,0,0.4773,0.9456,0.0004,1,2645.000,SPX200320P02645000,14,0,7.3,7.7,0,0.4806,-0.0551,0.0004,671
03/20/2020,SPXW200320C02645000,295.5,0,445.6,454.3,0,0.4805,0.9429,0.0004,50,2645.000,SPXW200320P02645000,22,0,7.6,7.9,0,0.4796,-0.0563,0.0004,236
03/20/2020,SPX200320C02650000,293.1,0,441.1,448,0,0.4733,0.9449,0.0004,6777,2650.000,SPX200320P02650000,7.7,-11.75,7.5,7.9,15931,0.4787,-0.0565,0.0004,58249
03/20/2020,SPXW200320C02650000,294.3,0,440.7,449.2,0,0.4757,0.9424,0.0004,1,2650.000,SPXW200320P02650000,11.27,-8.63,7.8,8.1,84,0.4776,-0.0577,0.0004,3416
03/20/2020,SPX200320C02655000,340.79,0,436,443,0,0.4679,0.9447,0.0004,2,2655.000,SPX200320P02655000,11,-8.85,7.6,8.1,37,0.476,-0.0577,0.0004,517
03/20/2020,SPXW200320C02655000,487,0,436,444.6,0,0.4757,0.9403,0.0004,3,2655.000,SPXW200320P02655000,15.8,-4.55,8,8.3,12,0.4756,-0.0592,0.0004,545
03/20/2020,SPX200320C02660000,0,0,431.3,438.2,0,0.4666,0.9429,0.0004,0,2660.000,SPX200320P02660000,7.9,-12.4,7.8,8.3,3002,0.4739,-0.0592,0.0004,1240
03/20/2020,SPXW200320C02660000,466.6,0,431.1,439.5,0,0.4709,0.9398,0.0004,3,2660.000,SPXW200320P02660000,14.7,-6.1,8.2,8.5,18,0.4734,-0.0607,0.0004,2788
03/20/2020,SPX200320C02665000,0,0,426.2,433.6,0,0.4639,0.9417,0.0004,0,2665.000,SPX200320P02665000,10.67,-10.08,8,8.5,1,0.4718,-0.0607,0.0004,1872
03/20/2020,SPXW200320C02665000,292.8,0,426.4,434.7,0,0.4694,0.938,0.0004,7,2665.000,SPXW200320P02665000,13.95,-7.35,8.4,8.7,22,0.4712,-0.0622,0.0004,363
03/20/2020,SPX200320C02670000,0,0,421.4,428.8,0,0.4618,0.9402,0.0004,0,2670.000,SPX200320P02670000,13.49,-7.76,8.2,8.7,2,0.4696,-0.0622,0.0004,1279
03/20/2020,SPXW200320C02670000,290.5,0,421.7,430.2,0,0.4696,0.9356,0.0004,3,2670.000,SPXW200320P02670000,14.25,-7.55,8.6,8.9,22,0.469,-0.0637,0.0004,408
03/20/2020,SPX200320C02675000,459.51,0,417.5,423.8,0,0.4642,0.937,0.0004,383,2675.000,SPX200320P02675000,8.88,-12.92,8.4,8.9,5,0.4673,-0.0637,0.0004,28750
03/20/2020,SPXW200320C02675000,271.6,0,416.9,425.1,0,0.4655,0.9348,0.0004,41,2675.000,SPXW200320P02675000,16.6,-5.75,8.9,9.2,18,0.4679,-0.0656,0.0004,2116
03/20/2020,SPX200320C02680000,0,0,411.9,419.2,0,0.4581,0.9369,0.0004,0,2680.000,SPX200320P02680000,15.5,-6.75,8.7,9.1,1,0.4656,-0.0655,0.0004,4280
03/20/2020,SPXW200320C02680000,392.17,0,412,420.9,0,0.4661,0.9321,0.0004,87,2680.000,SPXW200320P02680000,14.9,-7.95,9.1,9.4,12,0.4655,-0.0672,0.0004,5507
03/20/2020,SPX200320C02685000,0,0,407.1,414.4,0,0.4558,0.9354,0.0004,0,2685.000,SPX200320P02685000,12.8,0,8.9,9.3,0,0.4632,-0.0671,0.0004,598
03/20/2020,SPXW200320C02685000,284.1,0,407.4,415.5,0,0.4612,0.9315,0.0004,54,2685.000,SPXW200320P02685000,10.67,-12.73,9.3,9.6,42,0.463,-0.0687,0.0004,425
03/20/2020,SPX200320C02690000,0,0,402.4,409.6,0,0.4541,0.9336,0.0004,0,2690.000,SPX200320P02690000,20.18,0,9.1,9.5,0,0.4608,-0.0686,0.0004,588
03/20/2020,SPXW200320C02690000,259.8,0,402.8,411,0,0.4616,0.9288,0.0005,39,2690.000,SPXW200320P02690000,14.34,-9.61,9.5,9.8,13,0.4605,-0.0703,0.0005,1201
03/20/2020,SPX200320C02695000,0,0,397.6,404.8,0,0.4517,0.932,0.0005,0,2695.000,SPX200320P02695000,28.06,0,9.3,9.8,0,0.4588,-0.0704,0.0005,563
03/20/2020,SPXW200320C02695000,423,0,398.6,406.5,0,0.464,0.9252,0.0005,8,2695.000,SPXW200320P02695000,16.1,-8.35,9.8,10.1,10,0.4591,-0.0723,0.0005,439
03/20/2020,SPX200320C02700000,415.18,0,393.5,400.1,0,0.4538,0.9285,0.0005,12277,2700.000,SPX200320P02700000,10,-14.45,9.6,10,18520,0.4568,-0.0723,0.0005,61144
03/20/2020,SPXW200320C02700000,293.05,0,393.2,401.4,0,0.4563,0.9257,0.0005,33,2700.000,SPXW200320P02700000,12.2,-12.85,10,10.4,22,0.457,-0.0741,0.0005,4035
03/20/2020,SPX200320C02705000,0,0,388.1,395.3,0,0.4478,0.9283,0.0005,0,2705.000,SPX200320P02705000,14.5,-10.5,9.8,10.3,8,0.4547,-0.0741,0.0005,576
03/20/2020,SPXW200320C02705000,369.26,0,388.4,396.9,0,0.4552,0.9234,0.0005,45,2705.000,SPXW200320P02705000,18.1,-7.55,10.3,10.6,15,0.4549,-0.076,0.0005,610
03/20/2020,SPX200320C02710000,228.93,0,383.4,390.5,0,0.4457,0.9264,0.0005,15,2710.000,SPX200320P02710000,20.07,0,10.1,10.5,0,0.4525,-0.076,0.0005,1904
03/20/2020,SPXW200320C02710000,273.3,0,383.8,391.8,0,0.4519,0.922,0.0005,4,2710.000,SPXW200320P02710000,14.3,-11.95,10.5,10.9,15,0.4526,-0.0778,0.0005,3204
03/20/2020,SPX200320C02715000,0,0,378.8,385.8,0,0.4447,0.9241,0.0005,0,2715.000,SPX200320P02715000,18.2,0,10.3,10.8,0,0.4503,-0.0779,0.0005,1044
03/20/2020,SPXW200320C02715000,439.8,0,379.2,387.1,0,0.4507,0.9197,0.0005,2,2715.000,SPXW200320P02715000,29.5,0,10.8,11.2,0,0.4509,-0.0799,0.0005,756
03/20/2020,SPX200320C02720000,0,0,374.1,381,0,0.4425,0.9222,0.0005,0,2720.000,SPX200320P02720000,14.7,-12,10.6,11,10,0.448,-0.0798,0.0005,2693
03/20/2020,SPXW200320C02720000,231.2,0,374.4,382.3,0,0.4478,0.918,0.0005,5,2720.000,SPXW200320P02720000,16.4,-11.05,11,11.4,61,0.448,-0.0816,0.0005,415
03/20/2020,SPX200320C02725000,301.74,0,369.8,376.3,0,0.4428,0.9191,0.0005,4662,2725.000,SPX200320P02725000,17.3,-10.05,10.9,11.3,17,0.4462,-0.0819,0.0005,37594
03/20/2020,SPXW200320C02725000,234.3,0,370.2,377.9,0,0.4498,0.9141,0.0005,5,2725.000,SPXW200320P02725000,15.93,-12.12,11.3,11.7,7,0.4461,-0.0837,0.0005,1659
03/20/2020,SPX200320C02730000,212.2,0,364.7,371.5,0,0.4383,0.9181,0.0005,0,2730.000,SPX200320P02730000,14.73,0,11.1,11.6,0,0.4437,-0.0839,0.0005,1524
03/20/2020,SPXW200320C02730000,276.38,0,365.7,372.5,0,0.4453,0.9131,0.0005,3,2730.000,SPXW200320P02730000,15.8,-12.85,11.6,12,4,0.4441,-0.0859,0.0005,5261
03/20/2020,SPX200320C02735000,0,0,360.1,366.8,0,0.4369,0.9157,0.0005,0,2735.000,SPX200320P02735000,18.98,-9.67,11.4,11.9,636,0.4417,-0.086,0.0006,735
03/20/2020,SPXW200320C02735000,0,0,360.8,368.4,0,0.4451,0.91,0.0006,0,2735.000,SPXW200320P02735000,21.67,-7.68,11.9,12.3,1,0.442,-0.0881,0.0006,773
03/20/2020,SPX200320C02740000,0,0,355.4,361.9,0,0.4339,0.9139,0.0006,0,2740.000,SPX200320P02740000,20.41,-8.84,11.7,12.2,350,0.4396,-0.0882,0.0006,3233
03/20/2020,SPXW200320C02740000,586.65,0,356.2,363.7,0,0.4433,0.9077,0.0006,2,2740.000,SPXW200320P02740000,30.93,0,12.2,12.6,0,0.4398,-0.0903,0.0006,1097
03/20/2020,SPX200320C02745000,0,0,350.8,357.2,0,0.4323,0.9115,0.0006,0,2745.000,SPX200320P02745000,18.2,-11.7,12,12.5,1,0.4374,-0.0905,0.0006,1078
03/20/2020,SPXW200320C02745000,316.6,0,351.3,358.6,0,0.4382,0.9068,0.0006,6,2745.000,SPXW200320P02745000,15.9,-14.75,12.5,12.9,18,0.4376,-0.0925,0.0006,301
03/20/2020,SPX200320C02750000,227.7,0,346.4,352.7,0,0.4325,0.9081,0.0006,6407,2750.000,SPX200320P02750000,15,-15.6,12.3,12.8,7776,0.4352,-0.0927,0.0006,29334
03/20/2020,SPXW200320C02750000,218.8,0,346.7,353.9,0,0.4363,0.9043,0.0006,18,2750.000,SPXW200320P02750000,15.33,-16.02,12.9,13.3,24,0.4362,-0.0951,0.0006,4175
03/20/2020,SPX200320C02755000,0,0,341.5,347.8,0,0.4283,0.9067,0.0006,0,2755.000,SPX200320P02755000,18.5,-12.75,12.6,13.1,85,0.4329,-0.095,0.0006,1319
03/20/2020,SPXW200320C02755000,0,0,342.3,349.5,0,0.4366,0.9008,0.0006,0,2755.000,SPXW200320P02755000,17.87,-14.18,13.2,13.6,1,0.4338,-0.0974,0.0006,302
03/20/2020,SPX200320C02760000,209.2,0,336.8,343.3,0,0.4269,0.904,0.0006,0,2760.000,SPX200320P02760000,19.3,-12.65,13,13.5,3,0.4314,-0.0977,0.0006,668
03/20/2020,SPXW200320C02760000,0,0,337.4,344.5,0,0.4319,0.8996,0.0006,0,2760.000,SPXW200320P02760000,15.37,-17.43,13.5,14,54,0.4318,-0.0999,0.0006,282
03/20/2020,SPX200320C02765000,320.2,0,332.2,338.5,0,0.4245,0.9016,0.0006,10,2765.000,SPX200320P02765000,27.9,0,13.3,13.8,0,0.4289,-0.1,0.0006,561
03/20/2020,SPXW200320C02765000,249.13,0,332.3,340.1,0,0.4289,0.8975,0.0006,6,2765.000,SPXW200320P02765000,21.1,-12.4,13.9,14.3,36,0.4293,-0.1022,0.0006,1020
03/20/2020,SPX200320C02770000,462.86,0,327.5,333.9,0,0.4224,0.8991,0.0006,3,2770.000,SPX200320P02770000,17.05,-16.4,13.7,14.2,352,0.4272,-0.1028,0.0007,518
03/20/2020,SPXW200320C02770000,0,0,328.2,335.1,0,0.4276,0.8945,0.0007,0,2770.000,SPXW200320P02770000,21.6,-12.55,14.2,14.7,682,0.4275,-0.105,0.0007,499
03/20/2020,SPX200320C02775000,354.62,0,323,329.2,0,0.4207,0.8963,0.0007,6921,2775.000,SPX200320P02775000,20,-14.15,14,14.5,763,0.4246,-0.1052,0.0007,13585
03/20/2020,SPXW200320C02775000,315.66,0,323.3,330.2,0,0.4232,0.893,0.0007,50,2775.000,SPXW200320P02775000,22.1,-12.9,14.6,15,79,0.4249,-0.1073,0.0007,3192
03/20/2020,SPX200320C02780000,0,0,318.4,324.5,0,0.4185,0.8936,0.0007,0,2780.000,SPX200320P02780000,13.8,-21.1,14.4,14.9,6,0.4228,-0.108,0.0007,1052
03/20/2020,SPXW200320C02780000,263.71,0,319,325.8,0,0.4234,0.8892,0.0007,2,2780.000,SPXW200320P02780000,21.6,-14.15,15,15.4,8,0.423,-0.1101,0.0007,372
03/20/2020,SPX200320C02785000,0,0,313.8,319.8,0,0.4162,0.891,0.0007,0,2785.000,SPX200320P02785000,23.17,-12.58,14.8,15.3,106,0.4208,-0.1109,0.0007,519
03/20/2020,SPXW200320C02785000,0,0,314.5,321.1,0,0.4213,0.8863,0.0007,0,2785.000,SPXW200320P02785000,33.4,0,15.4,15.8,0,0.421,-0.113,0.0007,371
03/20/2020,SPX200320C02790000,224.99,0,309.2,315.2,0,0.4143,0.8881,0.0007,2,2790.000,SPX200320P02790000,23,-13.5,15.1,15.7,22,0.4184,-0.1135,0.0007,1792
03/20/2020,SPXW200320C02790000,0,0,309.9,316.5,0,0.4192,0.8835,0.0007,0,2790.000,SPXW200320P02790000,25.3,-12,15.7,16.2,18,0.4189,-0.1158,0.0007,547
03/20/2020,SPX200320C02795000,0,0,304.7,310.6,0,0.4126,0.885,0.0007,0,2795.000,SPX200320P02795000,21.89,-15.46,15.5,16.1,3,0.4163,-0.1165,0.0007,775
03/20/2020,SPXW200320C02795000,0,0,305,311.6,0,0.4147,0.8818,0.0007,0,2795.000,SPXW200320P02795000,23.4,-14.7,16.1,16.6,66,0.4167,-0.1187,0.0007,414
03/20/2020,SPX200320C02800000,229.4,0,300,305.7,0,0.4089,0.8829,0.0007,14897,2800.000,SPX200320P02800000,16.1,-22,15.9,16.5,11249,0.4141,-0.1194,0.0007,65145
03/20/2020,SPXW200320C02800000,296.82,36.32,300.5,306.9,1,0.4124,0.8789,0.0008,98,2800.000,SPXW200320P02800000,16.7,-22.3,16.6,17,342,0.4144,-0.1217,0.0008,5121
03/20/2020,SPX200320C02805000,283.63,28.28,295.6,301.3,3,0.4082,0.8791,0.0008,0,2805.000,SPX200320P02805000,25,0,16.4,16.9,0,0.4122,-0.1226,0.0008,527
03/20/2020,SPXW200320C02805000,236.47,0,296,302.3,0,0.4105,0.8758,0.0008,40,2805.000,SPXW200320P02805000,20.5,-19.3,17,17.5,94,0.4125,-0.1248,0.0008,310
03/20/2020,SPX200320C02810000,279.27,28.07,291.1,296.7,3,0.4063,0.8759,0.0008,53,2810.000,SPX200320P02810000,18.7,-21.1,16.8,17.4,7,0.4102,-0.1258,0.0008,1104
03/20/2020,SPXW200320C02810000,198.95,0,291.5,297.7,0,0.4085,0.8726,0.0008,22,2810.000,SPXW200320P02810000,26.7,-14.05,17.4,17.9,72,0.4104,-0.128,0.0008,281
03/20/2020,SPX200320C02815000,0,0,286.5,292.1,0,0.4038,0.8728,0.0008,0,2815.000,SPX200320P02815000,28.7,-11.95,17.2,17.8,139,0.4077,-0.1288,0.0008,968
03/20/2020,SPXW200320C02815000,0,0,286.9,293.1,0,0.406,0.8696,0.0008,0,2815.000,SPXW200320P02815000,29,-12.5,17.9,18.4,27,0.4083,-0.1312,0.0008,293
03/20/2020,SPX200320C02820000,213.85,0,282,287.3,0,0.401,0.8699,0.0008,5,2820.000,SPX200320P02820000,30.37,-11.18,17.6,18.3,5,0.4055,-0.1321,0.0008,2158
03/20/2020,SPXW200320C02820000,413.5,0,282.8,288.8,0,0.4063,0.8649,0.0008,5,2820.000,SPXW200320P02820000,21.8,-20.55,18.3,18.8,87,0.4061,-0.1345,0.0008,373
03/20/2020,SPX200320C02825000,227.4,0,277.6,283,0,0.4002,0.8658,0.0008,11317,2825.000,SPX200320P02825000,18.8,-23.65,18.1,18.8,2330,0.4036,-0.1356,0.0008,23493
03/20/2020,SPXW200320C02825000,227.27,0,277.9,284,0,0.4018,0.8628,0.0008,212,2825.000,SPXW200320P02825000,19.97,-23.33,18.8,19.3,26,0.4041,-0.1379,0.0008,1181
03/20/2020,SPX200320C02830000,0,0,273.1,278.4,0,0.3979,0.8625,0.0009,0,2830.000,SPX200320P02830000,31.29,-12.06,18.6,19.3,5,0.4016,-0.1391,0.0009,1243
03/20/2020,SPXW200320C02830000,0,0,273.5,279.4,0,0.3998,0.8593,0.0009,5,2830.000,SPXW200320P02830000,20.47,-23.78,19.3,19.8,30,0.402,-0.1414,0.0009,454
03/20/2020,SPX200320C02835000,401.54,0,268.7,273.9,0,0.3962,0.8587,0.0009,30,2835.000,SPX200320P02835000,20.55,-23.7,19.1,19.8,959,0.3995,-0.1427,0.0009,2595
